Nome do Produto,Classifica√ß√£o do Produto,PreÁo do Produto (R$),Quantidade em Estoque,Filial,Data da Venda
L·pis de sobrancelha,Indisponivel,98.42,17,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,64.91,56,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,37.99,100,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,93.85,62,Filial 2,Indisponivel
Base lÌquida,Indisponivel,1.02,96,Filial 9,Indisponivel
L·pis de sobrancelha,Indisponivel,98.07,64,Filial 7,Indisponivel
Base lÌquida,Indisponivel,81.52,82,Filial 5,Indisponivel
L·pis de sobrancelha,Indisponivel,25.51,43,Filial 7,Indisponivel
PÛ compacto,Indisponivel,33.86,72,Filial 7,Indisponivel
Corretivo,Indisponivel,45.32,76,Filial 5,Indisponivel
Batom matte,Indisponivel,50.1,53,Filial 3,Indisponivel
Batom matte,Indisponivel,91.0,90,Filial 2,Indisponivel
Batom matte,Indisponivel,15.84,5,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,38.54,2,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,60.97,57,Filial 6,Indisponivel
Delineador lÌquido,Indisponivel,79.12,38,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,14.52,72,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,28.36,40,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,95.78,87,Filial 7,Indisponivel
PÛ compacto,Indisponivel,90.87,73,Filial 9,Indisponivel
Base lÌquida,Indisponivel,69.62,81,Filial 4,Indisponivel
PÛ compacto,Indisponivel,24.84,43,Filial 1,Indisponivel
Blush em pÛ,Indisponivel,86.88,89,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,41.67,81,Filial 2,Indisponivel
Corretivo,Indisponivel,19.25,57,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,90.32,53,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,24.48,39,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,44.21,71,Filial 5,Indisponivel
Base lÌquida,Indisponivel,11.2,94,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,62.41,11,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,12.5,40,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,30.24,19,Filial 3,Indisponivel
Corretivo,Indisponivel,78.67,92,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,61.12,16,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,10.54,25,Filial 8,Indisponivel
PÛ compacto,Indisponivel,99.03,82,Filial 9,Indisponivel
Batom lÌquido,Indisponivel,35.94,91,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,85.34,6,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,25.36,99,Filial 4,Indisponivel
Base lÌquida,Indisponivel,74.03,22,Filial 5,Indisponivel
Corretivo,Indisponivel,24.7,34,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,54.5,21,Filial 7,Indisponivel
Sombra de olhos,Indisponivel,37.02,77,Filial 7,Indisponivel
Base lÌquida,Indisponivel,3.98,53,Filial 1,Indisponivel
M·scara de cÌlios,Indisponivel,77.57,78,Filial 8,Indisponivel
PÛ compacto,Indisponivel,41.89,6,Filial 9,Indisponivel
Batom lÌquido,Indisponivel,47.57,85,Filial 4,Indisponivel
Batom matte,Indisponivel,58.88,8,Filial 4,Indisponivel
PÛ compacto,Indisponivel,6.12,89,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,85.51,8,Filial 6,Indisponivel
Batom lÌquido,Indisponivel,40.06,19,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,46.23,9,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,15.31,49,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,80.3,20,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,17.57,87,Filial 5,Indisponivel
Corretivo,Indisponivel,4.59,89,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,4.34,6,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,81.67,96,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,4.05,82,Filial 5,Indisponivel
Corretivo,Indisponivel,2.22,34,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,59.4,86,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,21.61,4,Filial 10,Indisponivel
Base lÌquida,Indisponivel,58.95,12,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,79.66,76,Filial 8,Indisponivel
Batom matte,Indisponivel,72.87,57,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,4.38,64,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,19.37,61,Filial 6,Indisponivel
Batom matte,Indisponivel,6.87,74,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,30.62,75,Filial 5,Indisponivel
Base lÌquida,Indisponivel,25.58,87,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,70.35,21,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,18.26,78,Filial 9,Indisponivel
L·pis de sobrancelha,Indisponivel,56.62,14,Filial 1,Indisponivel
Blush em pÛ,Indisponivel,70.46,9,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,72.0,63,Filial 5,Indisponivel
Batom matte,Indisponivel,91.04,28,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,58.06,10,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,72.28,98,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,2.33,44,Filial 10,Indisponivel
PÛ compacto,Indisponivel,41.77,21,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,49.49,89,Filial 8,Indisponivel
Base lÌquida,Indisponivel,54.08,61,Filial 4,Indisponivel
Batom matte,Indisponivel,9.12,45,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,42.41,34,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,72.4,83,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,51.02,37,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,92.78,58,Filial 8,Indisponivel
Corretivo,Indisponivel,35.28,41,Filial 5,Indisponivel
Sombra de olhos,Indisponivel,78.37,9,Filial 7,Indisponivel
PÛ compacto,Indisponivel,51.14,34,Filial 6,Indisponivel
Corretivo,Indisponivel,30.86,52,Filial 9,Indisponivel
Blush em pÛ,Indisponivel,8.98,95,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,43.27,34,Filial 3,Indisponivel
Batom lÌquido,Indisponivel,87.11,91,Filial 5,Indisponivel
PÛ compacto,Indisponivel,32.81,13,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,33.68,21,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,95.24,49,Filial 6,Indisponivel
PÛ compacto,Indisponivel,35.5,34,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,9.75,59,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,60.28,51,Filial 1,Indisponivel
Base lÌquida,Indisponivel,16.52,6,Filial 3,Indisponivel
Batom matte,Indisponivel,61.43,47,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,48.2,36,Filial 2,Indisponivel
M·scara de cÌlios,Indisponivel,23.02,32,Filial 6,Indisponivel
Base lÌquida,Indisponivel,8.12,28,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,14.89,79,Filial 2,Indisponivel
Corretivo,Indisponivel,52.18,51,Filial 4,Indisponivel
Corretivo,Indisponivel,8.06,11,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,10.52,97,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,89.62,35,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,3.9,6,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,23.52,52,Filial 7,Indisponivel
PÛ compacto,Indisponivel,68.04,5,Filial 6,Indisponivel
Batom lÌquido,Indisponivel,26.43,83,Filial 2,Indisponivel
Corretivo,Indisponivel,33.42,85,Filial 4,Indisponivel
Corretivo,Indisponivel,10.65,5,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,20.59,98,Filial 7,Indisponivel
Base lÌquida,Indisponivel,67.2,17,Filial 4,Indisponivel
PÛ compacto,Indisponivel,82.84,48,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,74.34,61,Filial 2,Indisponivel
M·scara de cÌlios,Indisponivel,52.58,21,Filial 9,Indisponivel
PÛ compacto,Indisponivel,6.9,15,Filial 2,Indisponivel
Corretivo,Indisponivel,32.16,39,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,50.71,94,Filial 10,Indisponivel
Corretivo,Indisponivel,45.81,14,Filial 3,Indisponivel
PÛ compacto,Indisponivel,62.81,55,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,28.4,7,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,93.88,99,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,21.99,29,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,3.75,86,Filial 5,Indisponivel
PÛ compacto,Indisponivel,93.91,8,Filial 3,Indisponivel
Batom matte,Indisponivel,43.14,18,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,74.74,52,Filial 3,Indisponivel
Batom lÌquido,Indisponivel,32.89,7,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,92.61,62,Filial 6,Indisponivel
PÛ compacto,Indisponivel,77.99,64,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,32.77,95,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,32.22,15,Filial 5,Indisponivel
L·pis de sobrancelha,Indisponivel,46.59,35,Filial 3,Indisponivel
Batom matte,Indisponivel,25.07,63,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,10.07,99,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,17.68,100,Filial 4,Indisponivel
Base lÌquida,Indisponivel,17.67,4,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,58.76,17,Filial 8,Indisponivel
PÛ compacto,Indisponivel,72.18,17,Filial 9,Indisponivel
Corretivo,Indisponivel,41.99,40,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,50.88,21,Filial 3,Indisponivel
M·scara de cÌlios,Indisponivel,96.0,83,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,18.56,40,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,35.94,9,Filial 5,Indisponivel
PÛ compacto,Indisponivel,18.8,83,Filial 3,Indisponivel
Base lÌquida,Indisponivel,37.45,1,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,12.04,28,Filial 6,Indisponivel
Corretivo,Indisponivel,43.81,39,Filial 5,Indisponivel
Base lÌquida,Indisponivel,8.84,47,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,76.54,47,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,94.99,72,Filial 1,Indisponivel
Corretivo,Indisponivel,30.74,9,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,85.79,2,Filial 3,Indisponivel
M·scara de cÌlios,Indisponivel,5.8,34,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,65.26,69,Filial 3,Indisponivel
Base lÌquida,Indisponivel,86.52,22,Filial 3,Indisponivel
Batom lÌquido,Indisponivel,5.76,10,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,59.86,97,Filial 8,Indisponivel
Base lÌquida,Indisponivel,91.87,66,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,73.68,24,Filial 9,Indisponivel
M·scara de cÌlios,Indisponivel,1.76,51,Filial 4,Indisponivel
Corretivo,Indisponivel,45.67,37,Filial 7,Indisponivel
Corretivo,Indisponivel,86.94,58,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,40.02,96,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,43.58,62,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,1.15,57,Filial 6,Indisponivel
Batom matte,Indisponivel,62.06,34,Filial 4,Indisponivel
L·pis de sobrancelha,Indisponivel,8.96,23,Filial 8,Indisponivel
Corretivo,Indisponivel,73.66,96,Filial 9,Indisponivel
Batom lÌquido,Indisponivel,35.94,86,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,21.69,2,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,45.78,51,Filial 5,Indisponivel
Batom matte,Indisponivel,95.18,2,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,76.72,81,Filial 6,Indisponivel
Base lÌquida,Indisponivel,17.76,39,Filial 6,Indisponivel
Batom matte,Indisponivel,24.55,14,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,90.95,22,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,24.47,52,Filial 8,Indisponivel
Corretivo,Indisponivel,31.91,34,Filial 2,Indisponivel
PÛ compacto,Indisponivel,40.19,78,Filial 8,Indisponivel
Batom matte,Indisponivel,7.53,37,Filial 6,Indisponivel
Corretivo,Indisponivel,10.07,88,Filial 5,Indisponivel
Batom lÌquido,Indisponivel,76.92,57,Filial 10,Indisponivel
Corretivo,Indisponivel,75.47,59,Filial 2,Indisponivel
PÛ compacto,Indisponivel,82.25,8,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,46.42,10,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,76.98,89,Filial 10,Indisponivel
PÛ compacto,Indisponivel,25.66,81,Filial 10,Indisponivel
Corretivo,Indisponivel,68.9,57,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,43.0,51,Filial 9,Indisponivel
PÛ compacto,Indisponivel,27.45,94,Filial 4,Indisponivel
M·scara de cÌlios,Indisponivel,69.42,28,Filial 5,Indisponivel
PÛ compacto,Indisponivel,84.48,41,Filial 10,Indisponivel
Base lÌquida,Indisponivel,78.08,10,Filial 2,Indisponivel
PÛ compacto,Indisponivel,9.16,6,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,52.32,63,Filial 10,Indisponivel
Base lÌquida,Indisponivel,53.18,29,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,31.55,16,Filial 3,Indisponivel
Base lÌquida,Indisponivel,21.01,65,Filial 6,Indisponivel
Delineador lÌquido,Indisponivel,77.93,59,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,59.61,28,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,20.37,27,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,21.77,36,Filial 2,Indisponivel
Corretivo,Indisponivel,88.78,34,Filial 2,Indisponivel
Corretivo,Indisponivel,9.19,11,Filial 1,Indisponivel
M·scara de cÌlios,Indisponivel,16.74,40,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,31.46,34,Filial 9,Indisponivel
Corretivo,Indisponivel,37.32,48,Filial 3,Indisponivel
Batom matte,Indisponivel,67.75,71,Filial 9,Indisponivel
Batom matte,Indisponivel,61.33,21,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,97.33,65,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,51.6,22,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,47.67,89,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,41.25,39,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,27.9,42,Filial 5,Indisponivel
PÛ compacto,Indisponivel,85.76,34,Filial 9,Indisponivel
Batom matte,Indisponivel,57.54,82,Filial 5,Indisponivel
Batom matte,Indisponivel,33.67,7,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,33.57,58,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,25.23,13,Filial 6,Indisponivel
Batom matte,Indisponivel,58.05,49,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,37.23,38,Filial 1,Indisponivel
PÛ compacto,Indisponivel,15.66,52,Filial 1,Indisponivel
Base lÌquida,Indisponivel,34.41,29,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,75.62,37,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,99.28,16,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,97.28,1,Filial 7,Indisponivel
Corretivo,Indisponivel,86.92,61,Filial 8,Indisponivel
Base lÌquida,Indisponivel,86.28,47,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,66.39,79,Filial 1,Indisponivel
Corretivo,Indisponivel,70.92,67,Filial 4,Indisponivel
Batom matte,Indisponivel,54.01,49,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,99.82,78,Filial 1,Indisponivel
Base lÌquida,Indisponivel,47.33,23,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,74.82,49,Filial 9,Indisponivel
Corretivo,Indisponivel,11.94,23,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,43.98,47,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,47.68,84,Filial 5,Indisponivel
Base lÌquida,Indisponivel,10.38,10,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,74.46,98,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,72.97,53,Filial 3,Indisponivel
Base lÌquida,Indisponivel,90.29,27,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,25.27,45,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,8.86,55,Filial 9,Indisponivel
M·scara de cÌlios,Indisponivel,88.41,10,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,63.98,36,Filial 1,Indisponivel
Batom matte,Indisponivel,86.11,80,Filial 1,Indisponivel
M·scara de cÌlios,Indisponivel,71.04,65,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,12.68,52,Filial 7,Indisponivel
Batom matte,Indisponivel,42.48,82,Filial 4,Indisponivel
Base lÌquida,Indisponivel,39.53,45,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,45.86,10,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,82.33,60,Filial 4,Indisponivel
Base lÌquida,Indisponivel,19.48,72,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,32.6,33,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,15.79,45,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,72.49,36,Filial 7,Indisponivel
Base lÌquida,Indisponivel,92.2,14,Filial 3,Indisponivel
Base lÌquida,Indisponivel,6.48,13,Filial 1,Indisponivel
M·scara de cÌlios,Indisponivel,82.19,26,Filial 3,Indisponivel
Corretivo,Indisponivel,39.15,88,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,52.18,21,Filial 6,Indisponivel
Corretivo,Indisponivel,39.84,11,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,68.87,39,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,67.89,85,Filial 4,Indisponivel
Corretivo,Indisponivel,2.96,26,Filial 3,Indisponivel
PÛ compacto,Indisponivel,54.98,17,Filial 8,Indisponivel
PÛ compacto,Indisponivel,68.53,46,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,36.93,64,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,96.89,87,Filial 1,Indisponivel
Corretivo,Indisponivel,46.42,32,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,60.65,41,Filial 1,Indisponivel
Blush em pÛ,Indisponivel,76.24,40,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,57.17,7,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,68.06,95,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,70.79,23,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,8.87,51,Filial 1,Indisponivel
Blush em pÛ,Indisponivel,71.41,21,Filial 1,Indisponivel
Base lÌquida,Indisponivel,87.3,53,Filial 8,Indisponivel
Base lÌquida,Indisponivel,62.19,72,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,66.1,60,Filial 8,Indisponivel
Batom matte,Indisponivel,4.78,65,Filial 3,Indisponivel
M·scara de cÌlios,Indisponivel,14.83,1,Filial 4,Indisponivel
PÛ compacto,Indisponivel,44.91,11,Filial 10,Indisponivel
Base lÌquida,Indisponivel,47.16,16,Filial 1,Indisponivel
Batom matte,Indisponivel,66.32,83,Filial 7,Indisponivel
PÛ compacto,Indisponivel,74.51,86,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,21.73,23,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,12.32,36,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,78.37,64,Filial 6,Indisponivel
Delineador lÌquido,Indisponivel,96.08,36,Filial 5,Indisponivel
Corretivo,Indisponivel,27.49,92,Filial 9,Indisponivel
Base lÌquida,Indisponivel,22.79,40,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,25.45,14,Filial 7,Indisponivel
Corretivo,Indisponivel,97.04,74,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,76.6,8,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,88.1,26,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,65.36,94,Filial 6,Indisponivel
Batom lÌquido,Indisponivel,75.89,92,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,16.08,43,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,77.69,45,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,39.12,95,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,39.47,96,Filial 3,Indisponivel
Corretivo,Indisponivel,1.57,53,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,1.23,79,Filial 6,Indisponivel
Blush em pÛ,Indisponivel,18.37,20,Filial 9,Indisponivel
Corretivo,Indisponivel,6.12,97,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,62.97,58,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,87.67,3,Filial 6,Indisponivel
Delineador lÌquido,Indisponivel,42.5,94,Filial 2,Indisponivel
Corretivo,Indisponivel,23.65,67,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,58.46,60,Filial 10,Indisponivel
Base lÌquida,Indisponivel,95.84,44,Filial 4,Indisponivel
